NDC,MKTED_PROD_NM,GPI10_DESC,GPI,GPI_DESC,DOSAGE_FORM_CD,ROUTE_ADM_CD,USC_CD,USC_DESC,STRNT_DESC,TPTY_RECV_ADD_DT,OBSOLETE_DT,CMF_PROD_NBR,CMF_PPK_NBR,MKTDEF_NM,PROD_CUSTOM_LVL1_DESC,PROD_CUSTOM_LVL2_DESC,DISPLAY_ORDER_NBR
68774060101,VOSPIRE ER,ALBUTEROL SULFATE,44201010107420,Albuterol Sulfate Tab SR 12HR 8 MG,TB12,OR,28113,"BETA AGONISTS, ORAL SOLIDS",8 MG/12HR,11/10/2005,,1757095,1757095002,OTHER PPP TREATMENTS,2,ALBUTEROL,1
68774060001,VOSPIRE ER,ALBUTEROL SULFATE,44201010107410,Albuterol Sulfate Tab SR 12HR 4 MG,TB12,OR,28113,"BETA AGONISTS, ORAL SOLIDS",4 MG/12HR,11/10/2005,,1757095,1757095001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
58016631617,VENTOLIN,ALBUTEROL,44201010003405,Albuterol Inhal Aerosol 90 MCG/ACT,AERS,IN,28111,"BETA AGONISTS, AEROSOLS",90 MCG/ACT,,,,,OTHER PPP TREATMENTS,2,ALBUTEROL,1
55289070004,VENTOLIN,ALBUTEROL SULFATE,44201010101205,Albuterol Sulfate Syrup 2 MG/5ML,SYRP,OR,28114,"BETA AGONISTS, ORAL LIQUIDS",2 MG/5 ML,10/05/1992,,1736825,1736825012,OTHER PPP TREATMENTS,2,ALBUTEROL,1
58016048224,VENTOLIN,ALBUTEROL SULFATE,44201010101205,Albuterol Sulfate Syrup 2 MG/5ML,SYRP,OR,28114,"BETA AGONISTS, ORAL LIQUIDS",2 MG/5 ML,,,,,OTHER PPP TREATMENTS,2,ALBUTEROL,1
58016048248,VENTOLIN,ALBUTEROL SULFATE,44201010101205,Albuterol Sulfate Syrup 2 MG/5ML,SYRP,OR,28114,"BETA AGONISTS, ORAL LIQUIDS",2 MG/5 ML,,,,,OTHER PPP TREATMENTS,2,ALBUTEROL,1
16590033960,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,07/26/2010,04/12/2014,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
68788955206,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,08/27/2014,,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
35356016608,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,12/16/2013,,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
21695042318,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,04/23/2013,04/12/2014,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
16590033908,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,09/05/2012,04/12/2014,,,OTHER PPP TREATMENTS,2,ALBUTEROL,1
35356016601,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,10/14/2008,,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
54868605001,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,02/18/2010,07/07/2015,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
54868564601,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,04/25/2007,08/31/2009,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
50436605000,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,11/12/2013,,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
54868605000,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,09/22/2009,07/07/2015,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
21695042308,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,12/17/2009,04/12/2014,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
00173068281,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,11/25/2008,06/27/2014,1016579,1016579001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
68115076917,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,04/13/2004,03/31/2009,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
68258303701,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,05/11/2011,04/12/2014,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
68258303706,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,04/14/2010,04/12/2014,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
00173068220,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,06/16/2006,,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
00173068224,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,07/03/2008,,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
00173068221,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,07/16/2009,,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
23490702201,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,01/11/2012,05/01/2013,,,OTHER PPP TREATMENTS,2,ALBUTEROL,1
00173068254,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,06/30/2009,09/15/2015,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
54569616600,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,02/23/2010,,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
33261089301,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,02/28/2013,,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
33261092001,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,11/12/2014,,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
54569616700,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,02/23/2010,,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
58118003701,VENTOLIN HFA,ALBUTEROL SULFATE,44201010103410,Albuterol Sulfate Inhal Aero 108 MCG/ACT (90MCG Base Equiv),AERS,IN,28111,"BETA AGONISTS, AEROSOLS",108 MCG/ACT,10/30/2013,08/31/2016,1736836,1736836001,OTHER PPP TREATMENTS,2,ALBUTEROL,1
68382026101,ACETAZOLAMIDE ER,ACETAZOLAMIDE,37100010006920,Acetazolamide Cap SR 12HR 500 MG,CP12,OR,61650,CARBONIC ANHYDRASE INHIBITORS,500 MG/12HR,12/15/2008,,1003595,1003595001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
60346073428,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,,,1003547,1003547002,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
60346073421,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,,,1003547,1003547002,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
00527105001,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,01/01/1980,,1003390,1003390001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
10135056701,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,01/15/2015,,1003617,1003617001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
57866300202,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,12/01/2006,01/19/2011,1003587,1003587001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
12280023430,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,09/28/2005,03/31/2009,1003593,1003593001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
68258907601,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,01/04/2006,03/01/2010,1003586,1003586001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
55045170304,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000305,Acetazolamide Tab 125 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,125 MG,01/01/2003,04/12/2014,1003568,1003568002,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
60429003301,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000305,Acetazolamide Tab 125 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,125 MG,09/20/2010,,1003606,1003606001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
51285075402,DIAMOX,ACETAZOLAMIDE,37100010006920,Acetazolamide Cap SR 12HR 500 MG,CP12,OR,61650,CARBONIC ANHYDRASE INHIBITORS,500 MG/12HR,06/16/2003,,1223163,1223163001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
68258907701,DIAMOX,ACETAZOLAMIDE,37100010006920,Acetazolamide Cap SR 12HR 500 MG,CP12,OR,61650,CARBONIC ANHYDRASE INHIBITORS,500 MG/12HR,01/05/2006,03/01/2010,1223163,1223163001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
51672402301,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,07/28/1997,,1003480,1003480002,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
55289022124,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,05/08/2006,,1003581,1003581001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
55289072006,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000305,Acetazolamide Tab 125 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,125 MG,03/11/2016,,1003581,1003581002,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
55289072012,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000305,Acetazolamide Tab 125 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,125 MG,04/22/2010,,1003581,1003581002,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
54868119504,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,02/18/2010,07/07/2015,1003569,1003569002,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
54868119500,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,09/28/2006,07/07/2015,1003569,1003569002,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
54868119501,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,10/28/1993,07/07/2015,1003569,1003569002,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
54868119502,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,10/14/1994,07/07/2015,1003569,1003569002,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
54868119503,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,03/12/2009,07/07/2015,1003569,1003569002,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
54868281900,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000305,Acetazolamide Tab 125 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,125 MG,02/12/2003,07/07/2015,1003569,1003569001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
00247049600,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,01/01/1996,02/03/2012,1003538,1003538001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
49999089212,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,01/04/2007,,1003547,1003547002,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
58016032725,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,,,,,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
51672402201,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000305,Acetazolamide Tab 125 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,125 MG,07/28/1997,,1003480,1003480001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
00555051302,ACETAZOLAMIDE ER,ACETAZOLAMIDE,37100010006920,Acetazolamide Cap SR 12HR 500 MG,CP12,OR,61650,CARBONIC ANHYDRASE INHIBITORS,500 MG/12HR,12/15/2008,,1003359,1003359003,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
29033003001,ACETAZOLAMIDE ER,ACETAZOLAMIDE,37100010006920,Acetazolamide Cap SR 12HR 500 MG,CP12,OR,61650,CARBONIC ANHYDRASE INHIBITORS,500 MG/12HR,09/13/2016,,1003629,1003629001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
23155012001,ACETAZOLAMIDE ER,ACETAZOLAMIDE,37100010006920,Acetazolamide Cap SR 12HR 500 MG,CP12,OR,61650,CARBONIC ANHYDRASE INHIBITORS,500 MG/12HR,08/10/2011,,1003608,1003608001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
68084040121,ACETAZOLAMIDE ER,ACETAZOLAMIDE,37100010006920,Acetazolamide Cap SR 12HR 500 MG,CP12,OR,61650,CARBONIC ANHYDRASE INHIBITORS,500 MG/12HR,03/10/2010,,1003604,1003604001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
68084040111,ACETAZOLAMIDE ER,ACETAZOLAMIDE,37100010006920,Acetazolamide Cap SR 12HR 500 MG,CP12,OR,61650,CARBONIC ANHYDRASE INHIBITORS,500 MG/12HR,03/10/2010,,1003604,1003604001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
23629000210,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,04/21/2008,01/25/2010,1003591,1003591001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
23629000201,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,10/24/2007,03/04/2009,1003591,1003591001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
54569438701,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000305,Acetazolamide Tab 125 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,125 MG,11/01/2001,,1003525,1003525005,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
54569169700,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,01/15/1990,,1003525,1003525001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
68084054111,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,02/14/2012,,1003604,1003604003,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
68084054101,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,02/14/2012,,1003604,1003604003,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
42291010310,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,11/04/2013,,1003612,1003612001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
42291010390,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,08/09/2012,10/22/2015,1003612,1003612001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
23490500707,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000305,Acetazolamide Tab 125 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,125 MG,05/16/2007,05/01/2013,1003592,1003592001,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
60429003401,ACETAZOLAMIDE,ACETAZOLAMIDE,37100010000310,Acetazolamide Tab 250 MG,TABS,OR,61650,CARBONIC ANHYDRASE INHIBITORS,250 MG,09/20/2010,,1003606,1003606002,OTHER PPP TREATMENTS,2,DIAMOX (BRANDED OR GENERIC ACETAZOLAMIDE),2
11822881070,RA POTASSIUM GLUCONATE,POTASSIUM GLUCONATE,79700050000370,Potassium Gluconate Tab 595 MG (99 MG Equiv K),TABS,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",595 MG,06/16/2009,,1536131,1536131010,OTHER PPP TREATMENTS,2,POTASSIUM,3
52569013432,HM POTASSIUM,POTASSIUM GLUCONATE,79700050000370,Potassium Gluconate Tab 595 MG (99 MG Equiv K),TABS,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",595 MG,04/17/2012,,1536131,1536131010,OTHER PPP TREATMENTS,2,POTASSIUM,3
68382039801,POTASSIUM CHLORIDE ER,POTASSIUM CHLORIDE,79700030000445,Potassium Chloride Tab CR 20 mEq (1500 MG),TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,01/10/2014,,1324447,1324447012,OTHER PPP TREATMENTS,2,POTASSIUM,3
68382070201,POTASSIUM CHLORIDE ER,POTASSIUM CHLORIDE,79700030000205,Potassium Chloride Cap CR 8 mEq,CPCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,02/15/2012,,1324447,1324447005,OTHER PPP TREATMENTS,2,POTASSIUM,3
68382077610,POTASSIUM CHLORIDE ER,POTASSIUM CHLORIDE,79700030000420,Potassium Chloride Tab CR 8 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,01/05/2015,,1324447,1324447014,OTHER PPP TREATMENTS,2,POTASSIUM,3
68382077601,POTASSIUM CHLORIDE ER,POTASSIUM CHLORIDE,79700030000420,Potassium Chloride Tab CR 8 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,01/05/2015,,1324447,1324447014,OTHER PPP TREATMENTS,2,POTASSIUM,3
62037056010,POTASSIUM CHLORIDE ER,POTASSIUM CHLORIDE,79700030000210,Potassium Chloride Cap CR 10 mEq,CPCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,09/23/2010,,1537481,1537481004,OTHER PPP TREATMENTS,2,POTASSIUM,3
62037056005,POTASSIUM CHLORIDE ER,POTASSIUM CHLORIDE,79700030000210,Potassium Chloride Cap CR 10 mEq,CPCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,08/26/2008,,1537481,1537481004,OTHER PPP TREATMENTS,2,POTASSIUM,3
62037056001,POTASSIUM CHLORIDE ER,POTASSIUM CHLORIDE,79700030000210,Potassium Chloride Cap CR 10 mEq,CPCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,08/26/2008,,1537481,1537481004,OTHER PPP TREATMENTS,2,POTASSIUM,3
58016052200,POTASSIUM CHLORIDE ER,POTASSIUM CHLORIDE,79700030000430,Potassium Chloride Tab CR 10 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,07/01/1993,01/18/2013,1324418,1324418001,OTHER PPP TREATMENTS,2,POTASSIUM,3
58016052290,POTASSIUM CHLORIDE ER,POTASSIUM CHLORIDE,79700030000430,Potassium Chloride Tab CR 10 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,11/15/2005,01/18/2013,1324418,1324418001,OTHER PPP TREATMENTS,2,POTASSIUM,3
58016052230,POTASSIUM CHLORIDE ER,POTASSIUM CHLORIDE,79700030000430,Potassium Chloride Tab CR 10 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,07/01/1993,01/18/2013,1324418,1324418001,OTHER PPP TREATMENTS,2,POTASSIUM,3
51655058324,POTASSIUM CHLORIDE ER,POTASSIUM CHLORIDE,79700030000210,Potassium Chloride Cap CR 10 mEq,CPCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,07/14/1997,04/04/2012,,,OTHER PPP TREATMENTS,2,POTASSIUM,3
51655058325,POTASSIUM CHLORIDE ER,POTASSIUM CHLORIDE,79700030000210,Potassium Chloride Cap CR 10 mEq,CPCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,07/14/1997,04/04/2012,1999980,1999980001,OTHER PPP TREATMENTS,2,POTASSIUM,3
21695071207,POTASSIUM CHLORIDE ER,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,01/25/2012,04/12/2014,1324439,1324439002,OTHER PPP TREATMENTS,2,POTASSIUM,3
