PRODUCT_ID,NDC,MKTED_PROD_NM,GPI10_DESC,GPI,GPI_DESC,DOSAGE_FORM_CD,ROUTE_ADM_CD,USC_CD,USC_DESC,STRNT_DESC,TPTY_RECV_ADD_DT,OBSOLETE_DT,CMF_PROD_NBR,CMF_PPK_NBR,MKTDEF_NM,PROD_CUSTOM_LVL1_DESC,PROD_CUSTOM_LVL2_DESC,DISPLAY_ORDER_NBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127703,61392003839,CARBAMAZEPINE,CARBAMAZEPINE,7.26E+13,Carbamazepine Tab 200 MG,TABS,OR,20200,SEIZURE DISORDERS,200 MG,20/05/1996,25/06/1997,NA,NA,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127709,61392003890,CARBAMAZEPINE,CARBAMAZEPINE,7.26E+13,Carbamazepine Tab 200 MG,TABS,OR,20200,SEIZURE DISORDERS,200 MG,11/08/1995,25/06/1997,NA,NA,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127706,61392003854,CARBAMAZEPINE,CARBAMAZEPINE,7.26E+13,Carbamazepine Tab 200 MG,TABS,OR,20200,SEIZURE DISORDERS,200 MG,11/08/1995,25/06/1997,NA,NA,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127707,61392003856,CARBAMAZEPINE,CARBAMAZEPINE,7.26E+13,Carbamazepine Tab 200 MG,TABS,OR,20200,SEIZURE DISORDERS,200 MG,11/08/1995,25/06/1997,NA,NA,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127702,61392003834,CARBAMAZEPINE,CARBAMAZEPINE,7.26E+13,Carbamazepine Tab 200 MG,TABS,OR,20200,SEIZURE DISORDERS,200 MG,11/08/1995,25/06/1997,NA,NA,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412578,67457026610,LEVETIRACETAM,LEVETIRACETAM IN SODIUM CHLORIDE,7.26E+13,Levetiracetam in Sodium Chloride IV Soln 1500 MG/100ML,SOLN,IV,20200,SEIZURE DISORDERS,1500 MG/100 ML,17/01/2012,,1378478,1378478017,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498088,67457079000,LEVETIRACETAM,LEVETIRACETAM,7.26E+13,Levetiracetam Inj 500 MG/5ML (100 MG/ML),SOLN,IV,20200,SEIZURE DISORDERS,500 MG/5 ML,26/07/2017,,1378478,1378478020,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408755,63739053950,LEVETIRACETAM,LEVETIRACETAM,7.26E+13,Levetiracetam Oral Soln 100 MG/ML,SOLN,OR,20200,SEIZURE DISORDERS,100 MG/ML,09/11/2011,26/04/2017,1378581,1378581001,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490193,63739079510,LEVETIRACETAM,LEVETIRACETAM,7.26E+13,Levetiracetam Tab 250 MG,TABS,OR,20200,SEIZURE DISORDERS,250 MG,03/01/2017,,1378581,1378581005,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490194,63739078710,LEVETIRACETAM,LEVETIRACETAM,7.26E+13,Levetiracetam Tab 750 MG,TABS,OR,20200,SEIZURE DISORDERS,750 MG,03/01/2017,,1378581,1378581004,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127699,61392003830,CARBAMAZEPINE,CARBAMAZEPINE,7.26E+13,Carbamazepine Tab 200 MG,TABS,OR,20200,SEIZURE DISORDERS,200 MG,11/08/1995,25/06/1997,NA,NA,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100521,54569265504,CARBAMAZEPINE,CARBAMAZEPINE,7.26E+13,Carbamazepine Tab 200 MG,TABS,OR,20200,SEIZURE DISORDERS,200 MG,16/08/1995,11/09/1996,NA,NA,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100519,54569265502,CARBAMAZEPINE,CARBAMAZEPINE,7.26E+13,Carbamazepine Tab 200 MG,TABS,OR,20200,SEIZURE DISORDERS,200 MG,30/05/1991,12/03/1996,NA,NA,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044329,814147014,CARBAMAZEPINE,CARBAMAZEPINE,7.26E+13,Carbamazepine Tab 200 MG,TABS,OR,20200,SEIZURE DISORDERS,200 MG,04/02/1988,01/01/1998,NA,NA,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126672,60809012755,CARBAMAZEPINE,CARBAMAZEPINE,7.26E+13,Carbamazepine Tab 200 MG,TABS,OR,20200,SEIZURE DISORDERS,200 MG,06/12/1994,01/01/1998,NA,NA,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126673,60809012772,CARBAMAZEPINE,CARBAMAZEPINE,7.26E+13,Carbamazepine Tab 200 MG,TABS,OR,20200,SEIZURE DISORDERS,200 MG,06/12/1994,01/01/1998,NA,NA,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286677,536341510,CARBAMAZEPINE,CARBAMAZEPINE,7.26E+13,Carbamazepine Tab 200 MG,,OR,20200,SEIZURE DISORDERS,200MG,17/09/1987,01/01/1991,1141978,1141978001,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358289,52446007528,CARBAMAZEPINE,CARBAMAZEPINE,7.26E+13,Carbamazepine Tab 200 MG,,OR,20200,SEIZURE DISORDERS,200MG,05/11/1987,20/08/1990,1142110,1142110001,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297030,693010910,CARBAMAZEPINE,CARBAMAZEPINE,7.26E+13,Carbamazepine Tab 200 MG,,OR,20200,SEIZURE DISORDERS,200MG,12/03/1987,01/09/1989,1141978,1141978001,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490185,63739041110,LEVETIRACETAM,LEVETIRACETAM,7.26E+13,Levetiracetam Tab 500 MG,TABS,OR,20200,SEIZURE DISORDERS,500 MG,03/01/2017,,1378581,1378581003,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242948,904600261,LEVETIRACETAM,LEVETIRACETAM,7.26E+13,Levetiracetam Tab 750 MG,TABS,OR,20200,SEIZURE DISORDERS,750 MG,01/07/2009,18/06/2013,1378512,1378512002,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436429,904605361,LEVETIRACETAM,LEVETIRACETAM,7.26E+13,Levetiracetam Tab 750 MG,TABS,OR,20200,SEIZURE DISORDERS,750 MG,16/07/2013,,1378512,1378512002,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370509,904605261,LEVETIRACETAM,LEVETIRACETAM,7.26E+13,Levetiracetam Tab 500 MG,TABS,OR,20200,SEIZURE DISORDERS,500 MG,24/07/2009,,1378512,1378512004,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242947,904600161,LEVETIRACETAM,LEVETIRACETAM,7.26E+13,Levetiracetam Tab 250 MG,TABS,OR,20200,SEIZURE DISORDERS,250 MG,01/07/2009,07/10/2013,1378512,1378512001,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441404,904605161,LEVETIRACETAM,LEVETIRACETAM,7.26E+13,Levetiracetam Tab 250 MG,TABS,OR,20200,SEIZURE DISORDERS,250 MG,28/10/2013,,1378512,1378512001,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380076,60432083116,LEVETIRACETAM,LEVETIRACETAM,7.26E+13,Levetiracetam Oral Soln 100 MG/ML,SOLN,OR,20200,SEIZURE DISORDERS,100 MG/ML,25/03/2010,,1378520,1378520001,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242949,904600361,LEVETIRACETAM,LEVETIRACETAM,7.26E+13,Levetiracetam Tab 1000 MG,TABS,OR,20200,SEIZURE DISORDERS,1000 MG,01/07/2009,19/01/2011,1378512,1378512003,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239345,68180011502,LEVETIRACETAM,LEVETIRACETAM,7.26E+13,Levetiracetam Tab 1000 MG,TABS,OR,20200,SEIZURE DISORDERS,1000 MG,27/04/2009,,1378493,1378493004,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235055,68180011507,LEVETIRACETAM,LEVETIRACETAM,7.26E+13,Levetiracetam Tab 1000 MG,TABS,OR,20200,SEIZURE DISORDERS,1000 MG,16/01/2009,,1378493,1378493004,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428829,68180011601,LEVETIRACETAM,LEVETIRACETAM,7.26E+13,Levetiracetam Oral Soln 100 MG/ML,SOLN,OR,20200,SEIZURE DISORDERS,100 MG/ML,29/01/2013,31/07/2016,1378493,1378493014,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467664,68180009901,LEVETIRACETAM,LEVETIRACETAM,7.26E+13,Levetiracetam Oral Soln 100 MG/ML,SOLN,OR,20200,SEIZURE DISORDERS,100 MG/ML,03/03/2015,,1378493,1378493014,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239343,68180011302,LEVETIRACETAM,LEVETIRACETAM,7.26E+13,Levetiracetam Tab 500 MG,TABS,OR,20200,SEIZURE DISORDERS,500 MG,27/04/2009,,1378493,1378493002,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235054,68180011416,LEVETIRACETAM,LEVETIRACETAM,7.26E+13,Levetiracetam Tab 750 MG,TABS,OR,20200,SEIZURE DISORDERS,750 MG,16/01/2009,,1378493,1378493003,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239344,68180011402,LEVETIRACETAM,LEVETIRACETAM,7.26E+13,Levetiracetam Tab 750 MG,TABS,OR,20200,SEIZURE DISORDERS,750 MG,27/04/2009,,1378493,1378493003,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377433,68180011409,LEVETIRACETAM,LEVETIRACETAM,7.26E+13,Levetiracetam Tab 750 MG,TABS,OR,20200,SEIZURE DISORDERS,750 MG,15/01/2010,,1378493,1378493003,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235053,68180011316,LEVETIRACETAM,LEVETIRACETAM,7.26E+13,Levetiracetam Tab 500 MG,TABS,OR,20200,SEIZURE DISORDERS,500 MG,16/01/2009,,1378493,1378493002,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411128,378630091,LEVETIRACETAM ER,LEVETIRACETAM,7.26E+13,Levetiracetam Tab ER 24HR 500 MG,TB24,OR,20200,SEIZURE DISORDERS,500 MG/24HR,23/12/2011,18/06/2014,1378576,1378576001,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411133,378630191,LEVETIRACETAM ER,LEVETIRACETAM,7.26E+13,Levetiracetam Tab ER 24HR 750 MG,TB24,OR,20200,SEIZURE DISORDERS,750 MG/24HR,23/12/2011,18/06/2014,1378576,1378576002,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406629,68180011707,LEVETIRACETAM ER,LEVETIRACETAM,7.26E+13,Levetiracetam Tab ER 24HR 500 MG,TB24,OR,20200,SEIZURE DISORDERS,500 MG/24HR,13/09/2011,,1378560,1378560002,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411747,51079012706,LEVETIRACETAM ER,LEVETIRACETAM,7.26E+13,Levetiracetam Tab ER 24HR 500 MG,TB24,OR,20200,SEIZURE DISORDERS,500 MG/24HR,06/01/2012,16/06/2014,1378579,1378579001,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406631,68180011807,LEVETIRACETAM ER,LEVETIRACETAM,7.26E+13,Levetiracetam Tab ER 24HR 750 MG,TB24,OR,20200,SEIZURE DISORDERS,750 MG/24HR,13/09/2011,,1378560,1378560001,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411742,51079012701,LEVETIRACETAM ER,LEVETIRACETAM,7.26E+13,Levetiracetam Tab ER 24HR 500 MG,TB24,OR,20200,SEIZURE DISORDERS,500 MG/24HR,06/01/2012,16/06/2014,1378579,1378579001,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423992,60429034960,LEVETIRACETAM ER,LEVETIRACETAM,7.26E+13,Levetiracetam Tab ER 24HR 500 MG,TB24,OR,20200,SEIZURE DISORDERS,500 MG/24HR,25/09/2012,,1378594,1378594001,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423994,60429035060,LEVETIRACETAM ER,LEVETIRACETAM,7.26E+13,Levetiracetam Tab ER 24HR 750 MG,TB24,OR,20200,SEIZURE DISORDERS,750 MG/24HR,25/09/2012,,1378594,1378594002,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406634,60505351706,LEVETIRACETAM ER,LEVETIRACETAM,7.26E+13,Levetiracetam Tab ER 24HR 750 MG,TB24,OR,20200,SEIZURE DISORDERS,750 MG/24HR,13/09/2011,,1378559,1378559002,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406644,228297550,LEVETIRACETAM ER,LEVETIRACETAM,7.26E+13,Levetiracetam Tab ER 24HR 750 MG,TB24,OR,20200,SEIZURE DISORDERS,750 MG/24HR,13/09/2011,,1378558,1378558001,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406636,228441750,LEVETIRACETAM ER,LEVETIRACETAM,7.26E+13,Levetiracetam Tab ER 24HR 500 MG,TB24,OR,20200,SEIZURE DISORDERS,500 MG/24HR,13/09/2011,,1378558,1378558002,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457216,68001011306,LEVETIRACETAM ER,LEVETIRACETAM,7.26E+13,Levetiracetam Tab ER 24HR 500 MG,TB24,OR,20200,SEIZURE DISORDERS,500 MG/24HR,10/04/2014,,1378831,1378831001,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484819,42291038860,LEVETIRACETAM ER,LEVETIRACETAM,7.26E+13,Levetiracetam Tab ER 24HR 750 MG,TB24,OR,20200,SEIZURE DISORDERS,750 MG/24HR,03/08/2016,,1378878,1378878002,PPP PRODUCTS,3,ANTICONVULSANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496688,61919097990,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,16/06/2017,,1144817,1144817001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496692,61919097930,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,16/06/2017,,1144817,1144817001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457990,61919003960,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,30/04/2014,,1144817,1144817001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457946,61919003990,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,30/04/2014,,1144817,1144817001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457982,61919003930,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,30/04/2014,,1144817,1144817001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462694,61919003940,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,09/09/2014,,1144817,1144817001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485021,61919076872,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,05/08/2016,,1144817,1144817001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484996,61919076890,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,05/08/2016,,1144817,1144817001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484979,61919076860,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,05/08/2016,,1144817,1144817001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485024,61919076830,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,05/08/2016,,1144817,1144817001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471914,61919003972,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,08/07/2015,,1144817,1144817001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194525,64720010311,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,31/08/2006,21/09/2012,1144793,1144793001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194526,64720010350,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,31/08/2006,21/09/2012,1144793,1144793001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194524,64720010310,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,31/08/2006,21/09/2012,1144793,1144793001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116855,58016026116,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,18/09/1995,18/01/2013,1144769,1144769001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116851,58016026110,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,18/09/1995,18/01/2013,1144769,1144769001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160644,58016026104,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,06/04/2004,18/01/2013,1144769,1144769001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154406,58016026103,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,15/09/2003,18/01/2013,1144769,1144769001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116850,58016026102,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,28/10/1998,18/01/2013,1144769,1144769001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116849,58016026100,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,01/07/1993,18/01/2013,1144769,1144769001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037887,603258228,CARISOPRODOL,CARISOPRODOL,7.51E+13,Carisoprodol Tab 350 MG,TABS,OR,59111,"MUS RELX, NON-SURG, W/O ANALGESIC",350 MG,01/01/1992,,1144654,1144654001,PPP PRODUCTS,3,CENTRAL MUSCLE RELAXANTS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
